{11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13, 12, 13},


{11, 2, 3, 0, 1, 0, 3, 0, 4, 2, 1, 4, 1, 0, 3, 0, 2, 1, 0, 2, 3, 0, 3, 0, 1, 4, 2, 3, 0, 4, 2, 1, 0, 2, 2, 2, 0, 0, 4, 1, 1, 1, 2, 3, 4, 2, 0, 0, 4, 1, 6, 8, 9, 8, 7, 7, 9, 5, 6, 8, 10, 7, 9, 7, 8, 9, 10, 10, 8, 9, 5, 5, 6, 7, 8, 10, 10, 9, 9, 8, 5, 7, 8, 9, 10, 8, 7, 7, 6, 5, 5, 6, 7, 10, 8, 9, 5, 7, 5, 13},


{11, 2, 2, 0, 1, 4, 0, 3, 1, 2, 2, 0, 0, 4, 4, 4, 3, 2, 2, 1, 2, 0, 4, 2, 2, 0, 0, 4, 1, 0, 1, 0, 2, 1, 3, 4, 1, 0, 0, 2, 2, 0, 3, 3, 3, 0, 4, 2, 1, 3, 7, 6, 8, 9, 8, 8, 10, 6, 7, 10, 7, 8, 9, 7, 6, 10, 10, 9, 5, 6, 6, 7, 8, 10, 9, 5, 6, 6, 10, 7, 8, 8, 9, 6, 10, 5, 6, 6, 7, 7, 8, 7, 9, 10, 5, 9, 10, 10, 8, 12},


{11, 1, 1, 2, 2, 0, 0, 3, 4, 0, 3, 2, 3, 1, 0, 0, 0, 3, 4, 1, 2, 0, 1, 4, 3, 0, 2, 2, 0, 1, 1, 1, 2, 4, 0, 2, 0, 3, 2, 3, 4, 4, 1, 0, 0, 1, 1, 2, 3, 4, 8, 9, 10, 10, 7, 6, 6, 9, 5, 10, 7, 8, 8, 9, 5, 5, 6, 8, 9, 8, 7, 7, 5, 7, 6, 10, 8, 8, 9, 10, 5, 7, 8, 10, 9, 8, 5, 6, 9, 10, 6, 7, 5, 8, 8, 9, 7, 5, 9, 13},


{11, 2, 4, 4, 3, 2, 0, 4, 0, 3, 1, 1, 2, 3, 4, 0, 2, 1, 4, 0, 4, 3, 1, 1, 0, 0, 0, 3, 0, 2, 0, 4, 3, 2, 4, 2, 0, 1, 1, 3, 3, 0, 0, 1, 3, 2, 1, 0, 0, 2, 5, 7, 10, 9, 8, 8, 10, 10, 7, 9, 9, 8, 10, 8, 8, 9, 8, 7, 10, 5, 5, 6, 7, 5, 10, 5, 8, 8, 9, 5, 8, 7, 10, 9, 9, 7, 7, 10, 6, 8, 9, 7, 6, 5, 5, 10, 10, 8, 9, 12},


{11, 2, 3, 0, 1, 0, 3, 0, 4, 2, 1, 4, 1, 0, 3, 0, 2, 1, 0, 2, 3, 0, 3, 0, 1, 4, 2, 3, 0, 4, 2, 1, 0, 2, 2, 2, 0, 0, 4, 1, 1, 1, 2, 3, 4, 2, 0, 0, 4, 1, 6, 8, 9, 8, 7, 7, 9, 5, 6, 8, 10, 7, 9, 7, 8, 9, 10, 10, 8, 9, 5, 5, 6, 7, 8, 10, 10, 9, 9, 8, 5, 7, 8, 9, 10, 8, 7, 7, 6, 5, 5, 6, 7, 10, 8, 9, 5, 7, 5, 13},


{11, 2, 2, 0, 1, 4, 0, 3, 1, 2, 2, 0, 0, 4, 4, 4, 3, 2, 2, 1, 2, 0, 4, 2, 2, 0, 0, 4, 1, 0, 1, 0, 2, 1, 3, 4, 1, 0, 0, 2, 2, 0, 3, 3, 3, 0, 4, 2, 1, 3, 7, 6, 8, 9, 8, 8, 10, 6, 7, 10, 7, 8, 9, 7, 6, 10, 10, 9, 5, 6, 6, 7, 8, 10, 9, 5, 6, 6, 10, 7, 8, 8, 9, 6, 10, 5, 6, 6, 7, 7, 8, 7, 9, 10, 5, 9, 10, 10, 8, 12},


{11, 1, 1, 2, 2, 0, 0, 3, 4, 0, 3, 2, 3, 1, 0, 0, 0, 3, 4, 1, 2, 0, 1, 4, 3, 0, 2, 2, 0, 1, 1, 1, 2, 4, 0, 2, 0, 3, 2, 3, 4, 4, 1, 0, 0, 1, 1, 2, 3, 4, 8, 9, 10, 10, 7, 6, 6, 9, 5, 10, 7, 8, 8, 9, 5, 5, 6, 8, 9, 8, 7, 7, 5, 7, 6, 10, 8, 8, 9, 10, 5, 7, 8, 10, 9, 8, 5, 6, 9, 10, 6, 7, 5, 8, 8, 9, 7, 5, 9, 13},


{11, 2, 4, 4, 3, 2, 0, 4, 0, 3, 1, 1, 2, 3, 4, 0, 2, 1, 4, 0, 4, 3, 1, 1, 0, 0, 0, 3, 0, 2, 0, 4, 3, 2, 4, 2, 0, 1, 1, 3, 3, 0, 0, 1, 3, 2, 1, 0, 0, 2, 5, 7, 10, 9, 8, 8, 10, 10, 7, 9, 9, 8, 10, 8, 8, 9, 8, 7, 10, 5, 5, 6, 7, 5, 10, 5, 8, 8, 9, 5, 8, 7, 10, 9, 9, 7, 7, 10, 6, 8, 9, 7, 6, 5, 5, 10, 10, 8, 9, 12},


{11, 2, 3, 0, 1, 0, 3, 0, 4, 2, 1, 4, 1, 0, 3, 0, 2, 1, 0, 2, 3, 0, 3, 0, 1, 4, 2, 3, 0, 4, 2, 1, 0, 2, 2, 2, 0, 0, 4, 1, 1, 1, 2, 3, 4, 2, 0, 0, 4, 1, 6, 8, 9, 8, 7, 7, 9, 5, 6, 8, 10, 7, 9, 7, 8, 9, 10, 10, 8, 9, 5, 5, 6, 7, 8, 10, 10, 9, 9, 8, 5, 7, 8, 9, 10, 8, 7, 7, 6, 5, 5, 6, 7, 10, 8, 9, 5, 7, 5, 13},


{11, 2, 2, 0, 1, 4, 0, 3, 1, 2, 2, 0, 0, 4, 4, 4, 3, 2, 2, 1, 2, 0, 4, 2, 2, 0, 0, 4, 1, 0, 1, 0, 2, 1, 3, 4, 1, 0, 0, 2, 2, 0, 3, 3, 3, 0, 4, 2, 1, 3, 7, 6, 8, 9, 8, 8, 10, 6, 7, 10, 7, 8, 9, 7, 6, 10, 10, 9, 5, 6, 6, 7, 8, 10, 9, 5, 6, 6, 10, 7, 8, 8, 9, 6, 10, 5, 6, 6, 7, 7, 8, 7, 9, 10, 5, 9, 10, 10, 8, 12},


{11, 1, 1, 2, 2, 0, 0, 3, 4, 0, 3, 2, 3, 1, 0, 0, 0, 3, 4, 1, 2, 0, 1, 4, 3, 0, 2, 2, 0, 1, 1, 1, 2, 4, 0, 2, 0, 3, 2, 3, 4, 4, 1, 0, 0, 1, 1, 2, 3, 4, 8, 9, 10, 10, 7, 6, 6, 9, 5, 10, 7, 8, 8, 9, 5, 5, 6, 8, 9, 8, 7, 7, 5, 7, 6, 10, 8, 8, 9, 10, 5, 7, 8, 10, 9, 8, 5, 6, 9, 10, 6, 7, 5, 8, 8, 9, 7, 5, 9, 13},


{11, 2, 4, 4, 3, 2, 0, 4, 0, 3, 1, 1, 2, 3, 4, 0, 2, 1, 4, 0, 4, 3, 1, 1, 0, 0, 0, 3, 0, 2, 0, 4, 3, 2, 4, 2, 0, 1, 1, 3, 3, 0, 0, 1, 3, 2, 1, 0, 0, 2, 5, 7, 10, 9, 8, 8, 10, 10, 7, 9, 9, 8, 10, 8, 8, 9, 8, 7, 10, 5, 5, 6, 7, 5, 10, 5, 8, 8, 9, 5, 8, 7, 10, 9, 9, 7, 7, 10, 6, 8, 9, 7, 6, 5, 5, 10, 10, 8, 9, 12},


{11, 2, 3, 0, 1, 0, 3, 0, 4, 2, 1, 4, 1, 0, 3, 0, 2, 1, 0, 2, 3, 0, 3, 0, 1, 4, 2, 3, 0, 4, 2, 1, 0, 2, 2, 2, 0, 0, 4, 1, 1, 1, 2, 3, 4, 2, 0, 0, 4, 1, 6, 8, 9, 8, 7, 7, 9, 5, 6, 8, 10, 7, 9, 7, 8, 9, 10, 10, 8, 9, 5, 5, 6, 7, 8, 10, 10, 9, 9, 8, 5, 7, 8, 9, 10, 8, 7, 7, 6, 5, 5, 6, 7, 10, 8, 9, 5, 7, 5, 13},


